Date nuforc,Time norc,City2,county norc,occupation,Summary
14/8/2009,23:30,Liverpool,Merseyside,,Strange dancing lights astound couple in own back garden.
13/8/2009,22:00,EllesmerePort,,,three white lights in trangle formation but formation moving out of formation slightly as they moved quickly across the sky.
12/8/2009,01:20,Lythamsaintannes,,,Giant black rectangle craft
11/8/2009,00:00,Harefield,,,"MYSTERY reigns over a reported UFO sighting over the village on Saturday night. of, Harefield, said: “I spotted around ten orange l"
10/8/2009,22:15,Bromley,Kent,,"7 moving objects in the shape of a diamond with gold, red, blue, green, white and orange lights"
9/8/2009,22:30,Llanelli,Dyfed,,half circle formed in 12 orange lights gliding
9/8/2009,09:20,Watton,,,Small Silver Ball
8/8/2009,23:10,Nottingham,Nottinghamshire,,ball of flame moving out of our atmosphere then disappear twice for ten mins started as shooting star like movement
8/8/2009,22:00,Hayle,,,Red lights rising up from the sea in different directions
8/8/2009,21:52,Doncaster,South Yorkshire,,"Myself, my husbad, son and his girlfriend were sitting outside when my son noticed an yellowy/orange coloured light in the sky. We all"
8/8/2009,21:52,Doncaster,South Yorkshire,,"yelow/orange light quite large, no noise and got smaller until it vanished"
5/8/2009,22:35,Exmouth,Devon,,"Brilliant blink of the eye blue streak of light followed by very small, bright blue explosion!!!"
2/8/2009,22:45,Avoch,,,Bright object moved quickly across the night sky.
2/8/2009,22:00,Middlesbrough,Cleveland,,orange ball in the sky over middlesbrough england 2/8/09
1/8/2009,22:45,UK/England,,,A large slow moving fireball
30/7/2009,00:30,Frant,,,Brilliant bright white light.
27/7/2009,06:45,Medlam,,,"Medlam, Lincolnshire"
25/7/2009,23:15,UK/England,,,"A very constant bright light, too high to be a plane or any other flying object, glided across the sky."
25/7/2009,23:00,UK/England,,,lights circling and swirling rapidly in seemingly random patterns.
25/7/2009,22:30,Hampshire,,,Bright white lights in a diamond formation changing into a square shape.No noise.
25/7/2009,22:00,Kettering,Northamptonshire,,"Circle of Orange/Red light flying over Kettering, Northamptonshire. ((NUFORC Note: ISS passed overhead at 21:24 hrs.. PD))"
24/7/2009,23:00,Edinburgh,Edinburgh,,"Small blue flashing lights circles over North Edinburgh Sky, moving extremely fast, with flashing strobe lights"
24/7/2009,03:00,Barrow-In-Furness,,,Light in the sky stopped and flashed changing colour. Definate NOT an airplane.
24/7/2009,00:00,Mt.Snowdon,,,Disk spotted in phototgraph
23/7/2009,23:55,London,London,,Bright orange ball with white lights.
23/7/2009,00:00,Urmston,,,four spheres travelling in pairs
21/7/2009,16:00,Morley,,,"Explosions 2 miles SE of Morley, Leeds."
20/7/2009,21:00,London,London,,A black circular object that changed shape and made an amazing whistling noise that forced me to cover my ears!
18/7/2009,23:45,London,London,,8-10 orange lights passing overhead with no sound
18/7/2009,22:35,Gloucester,Gloucestershire,,Orange light dropped very fast over Gloucestershire UK
18/7/2009,00:10,London,London,,"8 extremely bright objects, red in color and slow moving objects seen. Flying in co-ordinate formation then breaking formation and slow"
16/7/2009,02:30,Wrexham,Clwyd,,bright starlike moving and stoping
14/7/2009,00:25,Woodbury,,,"Strange light moves across the sky at high speed in Woodbury, near Exmouth, Devon, UK. ((NUFORC Note: ISS overflight. PD))"
13/7/2009,03:00,Derbyshire,,,Strange row of lights in the sky
13/7/2009,00:10,London,London,,bright light over london in changed direction to sharply to aircraft
12/7/2009,13:00,London,London,,London Jul 12th 2009 13:00 black cylinder
11/7/2009,00:30,Doncaster,South Yorkshire,,Red/Orange craft or creatue over UK yorkshire.
10/7/2009,00:05,Addingham,,,"Vivid ufo sighting in Addingham, West Yorkshire, UK. ((NUFORC Note: Possible sighting of ISS, visible in S sky at 00:25 hrs.. PD))"
5/7/2009,23:15,Bournemouth,Dorset,,orange orb followed by star type orb( multiple witness event)
5/7/2009,19:45,Peterborough,Cambridgeshire,,"A grey cylinder / disc shaped object which was hovering, dropped a foot and disappeared"
4/7/2009,23:33,Arundel,West Sussex,,Orange/Red lights grouped in formation which faded out. - UK.
4/7/2009,22:10,Wellingborough,Northamptonshire,,flying disc spotted crossing central england at 22.10 on the 4th july 2009.
4/7/2009,22:05,Cardiff,South Glamorgan,,"Orange oval object hovered over Cardiff, UK"
3/7/2009,23:45,Harpenden,Hertfordshire,,An aircraft on fire in a star shape seemed to travel across the sky above Hapenden.
3/7/2009,08:58,Bristol,Avon,,"Metallic sphere shoots across sky in morning. (Bristol, UK)"
30/6/2009,18:00,Oxford,Oxfordshire,,"rectangle shinny glass like blue box in the sky, 3 dimensional and almost holographic."
30/6/2009,16:00,WellsHunstanton,,,My self and husband walking back into Wells down sea front into harbour after dayout fairly clear sky some cloud I noticed fleetingly a
27/6/2009,23:00,Stoke-on-Trent,Staffordshire,,orange glow in distance appearing and disappearing
27/6/2009,21:45,Walton-on-Thames,Surrey,,"Very bright large fireball hovered low, slowly went up above moon, light went out and grey object went slowly out of site."
25/6/2009,23:16,Bishopstoke,,,"From between 22:40-23:30 6/25/2009 I heard what I thought were sonic booms. In total, I must have heard nearly twenty over 50 minute pe"
23/6/2009,23:58,Guernsey,Channel Islands,,objects
21/6/2009,21:15,TunbridgeWells,,,it was red light as got nearer orange ball
21/6/2009,12:05,Middlesbrough,Cleveland,,star like objects
21/6/2009,11:10,Wakefield/Barnsley,,,Orange pulsing fireball
20/6/2009,23:40,Hereford,Hereford ? Worcester,,travelling orange glow which moved fast and slowly got smaller until it disappeared.
20/6/2009,22:00,Chiddingfold,,,"20-30 bright lights in chiddingfold, surrey, uk."
18/6/2009,23:30,Letchworth,Hertfordshire,,Darting white lights dancing through the clouds them vanished
18/6/2009,23:05,Glasgow,Glasgow,,As my mother and i were looking through the window outside our back garden from inside the house at approx 23:05 we noticed a circular
17/6/2009,23:00,Newcastle-under-Lyme,,,15 Flying objects sighted.
15/6/2009,21:41,Bideford,Devon,,"at around 21:41 this evening i witnessed a bright green sphere object travelling in a southerly direction, it was travelling very fast"
13/6/2009,22:40,Portsmouth,Hampshire,,Orange balls seen over Portsmouth UK
11/6/2009,18:59,Hull,North Humberside,,3 objects yellowey pulses
11/6/2009,17:35,Haydock,,,Silver objects unpropelled spotted
9/6/2009,21:15,TunbridgeWells,,,"5 golden globes seen over tunbridge wells, uk."
8/6/2009,03:00,StocktononTees,,,ufo or brightest star ever. ((NUFORC Note: Possible sighting of stars?? PD))
6/6/2009,22:05,Coventry,West Midlands,,A circular ball of light passed over our roof.
4/6/2009,00:10,Newcastle upon Tyne,Tyne & Wear,,"ENGLAND 2 large. Round balls in sky with 2 rows of others jumping and joining them,3 times,lasted aprox 6 mins"
2/6/2009,01:00,Dudley,West Midlands,,8 Glowing Objects Criss-Crossing the Night Sky over Central England
31/5/2009,16:00,London,London,,31st may round silver object flew over waltham abbey area for around 2-3mins then slowly blended into the clear sky ahead
30/5/2009,23:43,Bristol,Avon,,"5 Orange orb like objects over Bristol, UK"
28/5/2009,23:00,Southampton,Hampshire,,"Southampton England, big round light, 5 minutes, big red fire ball moving from the west between 600 and 1000 feet."
28/5/2009,20:00,WestMidlands,,,strange flight patern
25/5/2009,22:00,Torfaen,,,Large Red/Orange lights
24/5/2009,22:30,Stoke-on-Trent,Staffordshire,,6 lights seen above local town slowly disapearing
23/5/2009,00:16,Cheddar,Somerset,,seven red lights moving continuosly in the sky
21/5/2009,16:00,Lincoln,Lincolnshire,,C-17 followed by awkward circular craft at low altitude.
19/5/2009,23:59,UK/England,,,Ufo Exploded
16/5/2009,21:59,Kibworth,,,3 Fireballs in the sky above Kibworth in Leicestershire England.
15/5/2009,01:00,Wolverhampton,West Midlands,,((HOAX??)) At my grandmars and I hered somthing so I went to to my grandmas room to see if she was o.k. and then i saw this co
13/5/2009,23:30,Paisley,Renfrewshire,,single bright light moved smoothly from the south turned east and moved rapidly
12/5/2009,23:18,Nantwich,Cheshire,,"saw a object very bright ball of light no sound, passed over us and a landing plane on the 12/5/09 @ 23:18 - 23:22"
11/5/2009,22:45,NewcastleUponTyne,,,((HOAX?? Student report)) Witnessed 30ft diameter meteor type thing accelerate into the sky then disappear after five seconds…
11/5/2009,00:03,York,North Yorkshire,,"Star like object moving from left to right, a part of the object detached and moved directly downwards at 90 degrees from the main obje"
9/5/2009,22:12,Bideford,Devon,,weird shape of lights low down and quiet flys near river
9/5/2009,22:00,Southend-on-Sea,Essex,,orange flame like shape-shifting object in southend england
9/5/2009,21:30,Yeovil,Somerset,,7 unknown craft.
9/5/2009,21:25,MansfieldWoodhouse,,,"Five circular orange, bright lights flying west to east, soundless."
9/5/2009,01:30,Sunningdale,,,"controlled craft, no sound, of a very large size."
6/5/2009,00:15,Cardiff,South Glamorgan,,bright orange glowing UFO sighted hovering up and down
3/5/2009,22:24,MarstonMoretaine,,,Two bright orange balls of light over Marstom Moretaine Bedfordshire United Kingdom
3/5/2009,21:30,Plymouth,Devon,,An unusual bright orange moving light in the sky over Plymouth UK.
2/5/2009,22:35,Birmingham,West Midlands,,U.F.O seen over Birmingham U.K. 2nd May 2009
2/5/2009,22:30,Iochwinnoch,,,Glowing orange/red ball moving silently through night sky with three witnesses
2/5/2009,21:20,Coningsby,,,Ball of light travelling in straight line over Lincolnshire in the clear night sky
1/5/2009,23:30,Spilsby,Lincolnshire,,Formation of lights rise and shoot off.
26/4/2009,23:05,Woking,Surrey,,Spherical object over Woking silent at about 150 mph
26/4/2009,22:20,Tamworth,Staffordshire,,"Several ufo's flying in formation over midlands, UK"
20/4/2009,22:00,Cirencester,Gloucestershire,,"3 orange/red cirles in in triangle formation miles high making no sound, errie feeling"
19/4/2009,21:30,Cambridge,Cambridgeshire,,one was travelling like a satellite then I notice that it was changing speed my girlfriend did notice it as well.The second was same h
19/4/2009,21:00,Hartlepool,Cleveland,,missile departure into orbit
18/4/2009,23:30,Rothwell(UK/England,,,formation of lights over Rothwell
18/4/2009,22:47,Scunthorpe,South Humberside,,A line of lights over Scunthorpe traveling north to south west.
18/4/2009,21:43,Leicester,Leicestershire,,Red-Orange ball shaped light descending towards a building rooftop
18/4/2009,21:40,Stoke-on-Trent,Staffordshire,,Craft with orange landing lights avoid collision with plane
17/4/2009,21:37,Kelling,,,Lime Light-In and out of the North Sea
16/4/2009,15:40,Lincoln,Lincolnshire,,"Lincolnshire, England"
15/4/2009,23:55,Pitlochry,Perthshire,,three moving objects in sky above pitlochry
13/4/2009,20:00,Stoke-on-Trent,Staffordshire,,it moved accross the sky like a red fireball
12/4/2009,20:50,Manchester,Greater Manchester,,"4 orange balls in the sky in manchester, uk."
12/4/2009,00:11,Middlesbrough,Cleveland,,definitely not commercial or military aircraft
12/4/2009,00:00,Middlesbrough,Cleveland,,4 orange orbs heading from right to left over the sky of Middlesbrough April 12th 2009.
7/4/2009,23:25,Brough,,,"Me, my brother, my brother's girlfriend, my mate and my mother was in the back garden when we shockingly saw a UFO. we tried to take pi"
6/4/2009,16:40,Boston,Lincolnshire,,Black Triangle-Boston Docks
5/4/2009,19:00,Taunton,Somerset,,Orange Sphere seen over Taunton somerset UK.
5/4/2009,01:00,Basingstoke,Hampshire,,"5 april 2009 1:00 AM very bright light travelling south to north over basingstoke, probably a meteor ."
4/4/2009,22:00,N.Yorkshire,,,"North Yorkshire, United Kingdom, at around 10pm, round with 5 bright orange lights, flying steadily in perfect formation"
4/4/2009,21:00,Reading,Berkshire,,Five glowing orange balls crossed from west to east approx one min apart all going at the same speed same hight and same flight path in
4/4/2009,00:25,Manchester,Greater Manchester,,A fireball like object slowly moving across the sky. Twinkling colours around the edge. Then disapeared high up in the sky.
4/4/2009,00:25,Portsmouth,Hampshire,,Bright large white ball of light fell through clouds and pulled up then vanished of IBM headquaters in Portsmouth in the UK
3/4/2009,21:30,Morden,Surrey,,Orange fireball to the East
30/3/2009,04:30,Worcester,Hereford ? Worcester,,UFO incouter
23/3/2009,21:20,Southhampton,,,moving lights in the sky high up but moving very quickly backwards and forwards
22/3/2009,22:30,Manchester,Greater Manchester,,orange globes of light.
22/3/2009,22:00,Snetterton,,,UfO 12 unidentified crafts aproached by possible british or United states craft not first contact with possible aliens in this area.
22/3/2009,19:05,Harpenden,Hertfordshire,,"circle of hot light, amazing . size of a small coin."
21/3/2009,22:45,Manchester,Greater Manchester,,"2 UFO's spotted in Manchester, England. Spherical in shape and orange in colour. Exact location provided including latitude/longitude."
21/3/2009,00:15,Rotherham,South Yorkshire,,"3 round shaped,reddish in colour,in a straight line,as if they were following each other,then each one dispersed upwards in turn.sighte"
20/3/2009,23:10,Birmingham,West Midlands,,Orange sphere travelling across Birmingham (UK) from NE > E direction where it vanished into low cloud.
20/3/2009,18:59,Newark,Nottinghamshire,,"star-like light, moved accros the sky and faded away."
15/3/2009,22:00,Blackheath,,,Bright light moving across the sky then vanishes as plane comes over.
15/3/2009,00:00,Erith,Kent,,Odd noises
14/3/2009,22:00,Newark,Nottinghamshire,,"Fireball ""craft"" seen over Newark on Trent England"
13/3/2009,19:10,Wolverhampton,West Midlands,,Orange/amber light over Wolverhampton U.K
11/3/2009,22:30,BroughtonAstley,,,Two circular orange orbs rotating around an unseen object as the object moved very fast and low across the sky.
10/3/2009,12:00,Liverpool,Merseyside,,UAP sighting school playground liverpool. Disk shape
8/3/2009,19:28,UK/England,,,Coulor changing lights.
5/3/2009,22:15,Tavistock,Devon,,"several objects spotted over Tavistock, Devon, UK"
4/3/2009,21:00,Stafford,Staffordshire,,UFO's chased by RAF
1/3/2009,21:00,Leeds,West Yorkshire,,2 UFO's sighted over Leeds UK.
28/2/2009,17:05,BuryStEdmunds,,,"6 or 7 black flying objects in the skys of Bury St. Edmunds, UK"
26/2/2009,20:20,Hengoed,,,Bright light of sky visitor just disappears in front of car full of witnesses
23/2/2009,21:15,Shepshed,,,Ball of flame moving over North Leicestershire UK
22/2/2009,19:00,Wellington,Shropshire,,lights in sky
20/2/2009,20:00,Derbyshire,,,lights in sky
18/2/2009,22:00,Hastings,East Sussex,,Orange orbs over Hastings(UK) seafront. Night sighting
18/2/2009,00:00,Cardiff,South Glamorgan,,"Driving home from work i saw a light in the sky when i got closer i got out of my car and stood watching it,it was rectangle,massive."
15/2/2009,20:00,Stafford,Staffordshire,,Same 3 ufo's appear again and may have been experimenting on local animals. 500 Lights On Object0: Yes
15/2/2009,20:00,Penzance,Cornwall,,"Constant Orange light over Fishing Village of Newlyn, Cornwall, England. No Navigation lights or engine noise."
15/2/2009,18:15,Bedford,Bedfordshire,,"7 Red lights changing to red 3 stationary in triangle formation,others moving east,"
14/2/2009,21:48,Grimsby,South Humberside,,"Orange light viewed from open window, object came back on itself, stopped and then went away at speed with no noise or change of light."
14/2/2009,17:15,Morden,Surrey,,Circular object[s] seen in skies NNW in Morden UK
10/2/2009,21:50,Birmingham,West Midlands,,Three Orange/Red bright lights. Two together orbiting each other. the other some distance away.
10/2/2009,20:00,Liverpool,Merseyside,,4 lights moving slowly in formation
10/2/2009,19:20,Gwent,,,red light in the sky
10/2/2009,18:22,Barnet,Hertfordshire,,Square then triangular formation of lights North of London 10th. February 2009
9/2/2009,21:20,Salford,Lancashire,,"Lay on the sofa watching tv,I saw red lights out of the corner of my eye, I live on the 13th floor and thought it was a firework initia"
9/2/2009,21:20,Salford,Lancashire,,I have just submitted a report.lokking at your other reports I see someone has caught what I saw on video. Morris plains on jan6.
7/2/2009,21:51,Leicestershire,,,Red lights over Leicestershire England
7/2/2009,19:30,Morton,,,"Succession of 10-12 silent, glowing orange lights, moving slowly at low altitude."
4/2/2009,23:15,Reading,Berkshire,,"The light caught my eye as it passed by my window, it was a large brightly coloured orange ball shape, the outside edge was orange and"
2/2/2009,01:30,Whitwell/Worksop,,,"Woken by the sound of a large aircraft overhead, which made an unusual sound like that made by wobbling large board or card."
1/2/2009,11:20,LongSutton,,,Flying Ferris Wheel. ((NUFORC Note: We are uncertain as to whether this is intended as a serious-minded report. PD))
29/1/2009,20:00,Manchester,Greater Manchester,,On a trip down the M6 passing manchester my family spotted what we initially thought was a police search helicopter due to bright white
25/1/2009,19:00,Bristol,Avon,,"Bright white stationary light in sky, for several days, goes on and off, same time each night. ((NUFORC Note: Venus. PD))"
24/1/2009,23:35,Norwich,Norfolk,,"we saw two circular flaring orange shape objects in the sky flying together rather fast, quite low, with no sound."
24/1/2009,19:20,Cirencester,Gloucestershire,,seven fireball shaped objects above cirencester in England
21/1/2009,21:50,Boston,Lincolnshire,,Both myself and my brother witnessed the following event. On the evening of 21 January both myself and my brother were watching RAF
18/1/2009,19:35,Birmingham,West Midlands,,ORANGE BALL OF LIGHT MOVED SWIFTLY ACROSS THE SKY (U.K.)
16/1/2009,18:00,Blackpool,Lancashire,,flying disc over norbreck jan 2009
13/1/2009,20:56,Rustington,,,"Red,blue and white flashing hovering oval object, with four lines coming out of the object. ((NUFORC Note: Sirius?? PD))"
10/1/2009,22:00,Bath,Avon,,Orange balls of light
10/1/2009,19:00,Grimsby,South Humberside,,bright orange light like a fire in the sky took my camera to take picture it was low at first when i went to my backyard it had gain he
9/1/2009,19:52,Portsmouth,Hampshire,,Strange Flashing light out over the English Channel
9/1/2009,02:20,Jersey,Channel Islands,,A hovering flashing star like object that changes many different colours rapidly. ((NUFORC Note: Possible sighting of Sirius? PD))
8/1/2009,23:00,Blackwood,Gwent,,"Witness saw Ufo, loss of time and abduction. Report on news the next day of damage a UFO had done to wind turbines."
8/1/2009,05:45,Boston,Lincolnshire,,"Simply noticed a green circular light 2,000 ft in the sky stationary over some houses a quarter of a mile away. Simply looked like a bu"
8/1/2009,04:00,Conisholme,,,"I would first like to explain that I did not witness the following occurence, but am mearly reporting it. In the early hours of Janu"
6/1/2009,22:00,Reading,Berkshire,,"White bright light seen performing incredible movements over a small village in Reading, Berkshire, UK"
3/1/2009,20:30,Gosberton,,,Bright circular light travelling at high speed in Lincolnshire
2/1/2009,16:34,TheM1,,,"Radio Out Of Control, Car Disabled, Saucer Seen."
1/1/2009,20:15,Burton-In-Kendal,,,Orange light about 1000 foot in the sky above Burton-in-Kendal.
1/1/2009,18:00,Sheffield,South Yorkshire,,((HOAX??)) triangle formation fire ball lights in the sky
1/1/2009,02:10,Croydon,Surrey,,"Moving lights across the sky, pair and triangular."
1/1/2009,01:21,Swanage,Dorset,,strange orange lights on new years day
1/1/2009,00:20,London,London,,london uk 1/1/2009 at 00:20 bright orange lights between 3-5 shapes follwing same pattern fast for about 10- 15 mins
1/1/2009,00:20,London,London,,orange round vessel in sky over Chertsey Surrey.
1/1/2009,00:05,Southampton,Hampshire,,"1.1.09. 00.05hrs and 15.6.09. 22.30hrs Southampton, England. Oval shaped orange glows / craft travelling in sky in slow straight lines"
1/1/2009,00:05,Cardiff,South Glamorgan,,"Three unidentified orange objects over Cardiff, New Years Day 2009"
31/12/2008,22:00,London,London,,ufo lights seen
30/12/2008,17:45,Littlehampton,West Sussex,,Orange light seen 'taking off' and disapearing over sea into distance
28/12/2008,19:30,Birmingham,West Midlands,,Sighting of spinning lights near Birmingham UK . 28/12/08 about 7:30pm on the motorway.
28/12/2008,10:30,Harrogate,North Yorkshire,,3 orange lights passing over Harrogate UK.
27/12/2008,00:00,Southampton,Hampshire,,2 Orange circular lights in sky over Southampton 27/12/08
26/12/2008,21:15,Reading,Berkshire,,2 orange balls of light like a plane was on fire
26/12/2008,17:30,Gloucestershire,,,4 orange spherical objects seen in around 2 minute intervals ont he same path
25/12/2008,20:00,St.Andrews,,,Two bright lights in Fife
25/12/2008,19:45,Taunton,Somerset,,Glowing Oval Object In The UK Night Sky
25/12/2008,19:10,Midgham,,,"Deep orange sphere travelling west then north west, picture taken. 6x witness."
25/12/2008,18:15,London,London,,"3 lights, orange and red travelling across Londons night sky."
25/12/2008,12:15,UK/England,,,A flat black 3-5 sided ufo near Winter Hill
25/12/2008,11:00,Swaffham,Norfolk,,Photo Of Small Object In The Sky On Christmas Morning 2008; Plane or UFO?
25/12/2008,04:45,Bury st Edmunds,Suffolk,,"three, craft, silent,"
25/12/2008,00:30,EarlShilton,,,Brilliant light in sky with smaller light separating and descending to the ground.
24/12/2008,20:00,Uddingston,,,"6 bright orange lights moving silently in the sky over Lanarkshire, Scotland"
24/12/2008,16:16,Ely,Cambridgeshire,,"UFOs photographed Xmas Eve near Ely Carthedral, Cambridge, England"
23/12/2008,21:20,NorthShields,,,This seemed to be a rendezvous between the huge further away object and the smaller brilliant round flat object that flew over my head.
23/12/2008,17:11,Harwich,Essex,,fireballs hover over road and disappear
22/12/2008,18:07,Mablethorpe,,,"two orange lights seen over mablethorpe coast, north end, and orb over huttoft coast,"
20/12/2008,23:30,HaywardsHeath,,,"UFO Sighting I was driving north-eastwards towards Lindfield (UK) on the B2028 at about 2330 UTC on 20th December 2008, when I noticed"
17/12/2008,16:40,Lowestoft,Suffolk,,"bright light, then went small, moved across the sky very quickly, dissapeared then small flashes in the sky where it was. 500 Light"
15/12/2008,18:09,Derby,Derbyshire,,Two Bright lights move slowly over Derby before being joined by a third to form a triangle.
12/12/2008,21:29,Manchester,Greater Manchester,,((HOAX??)) orange mesh spheres descend on M14 6QA
10/12/2008,02:00,Leicester,Leicestershire,,it moved across the sky with small flashing lights on it and it was very quick and it dissapearred into a cloud.
7/12/2008,19:45,Runcorn,Cheshire,,5 burning slow moving objects phtographed in england
4/12/2008,12:00,Milton,,,bright slow moving non formation circular objects over north oxfordshire
1/12/2008,21:21,CleeHill,,,Object burning up or glancing off atmoshere sets a flame trail in sky.
1/12/2008,04:05,Birkenhead,Merseyside,,Dull orange glowing diamon shaped craft flying extremelly high at rapid velocity.
27/11/2008,00:00,Bedfordshire,,,"Medium lit, square shaped white lights in a saucer shape, spinning around in night sky. Huge, no sound but the bathroom light went out"
23/11/2008,19:50,Staffordshire,,,"Ball of fire moving acroos the sky, roughly the same speed you would expect a plane to move at."
23/11/2008,01:13,Thornton-Cleveleys,,,YOU MUST READ THIS!!!!!!! This could not of been 5 planes they were far too close to each other........
22/11/2008,19:05,ScottishBorders,,,three orange lights over the Scottish Borders
22/11/2008,19:04,Oxford,Oxfordshire,,Orange ball over south Oxford with ring of orange lights normal speed
22/11/2008,19:00,Peacehaven,,,lights in sky in peacehaven
21/11/2008,00:00,Leeds,West Yorkshire,,2 circular white lights in the sky.
20/11/2008,20:10,Rochester,Kent,,2 ufo's over Rochester (UK) with vid
19/11/2008,17:45,Murton,,,Ufo seen on A19 road in uk near murton
18/11/2008,21:05,Brixworth,,,"Two Black Triangle shaped craft, moving slowly together"
14/11/2008,22:00,Birmingham,West Midlands,,"Was a circular shape with the lights goin acorss the centre of it flying over Birmingham, England"
14/11/2008,21:00,ManchesterUK/England,,,8 round red stationary objects that shone even through the clouds.
14/11/2008,20:00,Lincoln,Lincolnshire,,Brief view of fast object
14/11/2008,18:23,Warwickshire,Warwickshire,,"bright, blurry light fairly low in the sky with absolutely no sound, moving quite quickly in a straight line."
14/11/2008,17:00,Boston,Lincolnshire,,"UFO sighted over boston, lincolshire 14th november 2008, semi circular with triangle orange light at 'rear'."
13/11/2008,19:20,Dover,Kent,,I never thought that I would be in a position whereby I would call the police to report objects in the sky that I could not identify.
12/11/2008,20:20,St Helens,Merseyside,,bright orange light
10/11/2008,19:05,Handforth,,,Orange fireball over North East Cheshire moving South to North
9/11/2008,23:15,Rugeley,Staffordshire,,bright blue light bright enought to light at least a mile square up
7/11/2008,21:00,Abercarn,,,"3 Red lit objects over Abercarn, Gwent UK.."
2/11/2008,09:15,London,London,,"Unknown , roughly shaped object spotted over North London"
1/11/2008,21:20,Glenrothes,Fife,,"UFO IN SCOTLAND, UK"
31/10/2008,21:50,Hereford,Hereford ? Worcester,,"5 orange objects over eastern horizon, viewed from SE Hereford in the UK"
31/10/2008,09:25,London,London,,The object was slowly moving across the Heathrow fight path over Richmond in Surrey. It was a dark object but it was also changing sha
30/10/2008,19:40,Aberdeen,Aberdeenshire,,3 stationary orange lights above city of Aberdeen
24/10/2008,00:00,Salford,Lancashire,,Something weird in the sky. ((NUFORC Note: Water droplet on lens of camera. PD))
22/10/2008,19:25,KirkbyinAshfield,,,orange ball seen over kirkby in ashfield nottinghamshire england
17/10/2008,22:00,Bracknell,Berkshire,,blue/white light moving away quickly
15/10/2008,00:00,Hull,North Humberside,,2 orangey red discs similar to other reports from the time.
12/10/2008,21:30,Buckinghamshire,,,i saw a ufo
12/10/2008,21:00,Stafford,Staffordshire,,"Another UFO, definately watching me and sending signals."
7/10/2008,19:15,Sheffield,South Yorkshire,,"a small flat disked shape, orange coloured, with orange rays coming off, moved further in the sky at late evening."
5/10/2008,18:24,Aberdeen,Aberdeenshire,,Bright orange round light moving over city
3/10/2008,10:30,Chawton,,,Circular bright orange light in the night sky that glowed twice (on/off) before disappearing
2/10/2008,20:00,NeacroftBournemouth,,,Cluster of flashing lights spotted
29/9/2008,21:45,Barnsley,South Yorkshire,,A BIG GREEN ORB JUST ABOVE TREES FOLLOWED MY FATHER ACOSS A FIELD IT ALSO HAD SMALLER GREEN LIGHTS GOING IN A CIRCULAR SHAPE AROUND IT.
28/9/2008,20:59,Selborne,,,Pulsating orange light or lights(or Orbs) that moved up and down in the sky before Disappearing
28/9/2008,19:32,Bournemouth,Dorset,,"A super bright light, constant, in a straight line, no noise or flashing!!"
27/9/2008,19:00,Morden,Surrey,,"Strange object over the skies of Morden, Surrey, UK"
26/9/2008,21:30,Morde,,,Morden sighting 26/09/08
26/9/2008,20:15,Leeds,West Yorkshire,,"Slow moving light over Leeds, West Yorkshire"
26/9/2008,20:10,UK/Wales,,,this was a ufo
25/9/2008,22:01,Newport,Gwent,,orange light in night sky
25/9/2008,20:55,Shrewsbury,Shropshire,,"Orange light moving fast across the sky, no sound."
25/9/2008,16:15,London,London,,"small, fast moving sphere travelling in straight line high up on a cloudy day in London"
22/9/2008,20:46,Edinburgh,Edinburgh,,"Clear sky, near cassiopeia-triangle shaped with 3rd object in parallel. Perfect formation & very fast & high in sky."
21/9/2008,20:00,Cardiff,South Glamorgan,,seemed like stars travelling as if they were planes
21/9/2008,16:00,Featherstone,,,Bright Flashing Light over Featherstone UK approximately 20 times before leaving M54
21/9/2008,13:30,Wakefield,West Yorkshire,,Bright white light in sky emerges as 2/3 segmented object.
20/9/2008,21:00,Wadebridge,Cornwall,,"North Cornwall, UK, circular craft, with pulsating lights surrounding it: blue, yellow, red."
20/9/2008,20:35,Timperley,,,Vanishing evening star
19/9/2008,19:50,Stoke-on-Trent,Staffordshire,,Orange ball shape light spotted over Stoke on Trent 19 Sept 2008
18/9/2008,21:55,Crudwell,,,"Red/orange lights moving slowly in the dark night sky, with no sound."
18/9/2008,21:30,Weymouth,Dorset,,Black triangle with dim white lights in its corners flying overhead
12/9/2008,20:45,UK/England,,,"80-100 rectangle shaped lights spinning together clockwise, a huge see-through mixing bowl shape ufo."
11/9/2008,21:15,Manchester(UK/England,,,"5 yellow lights travelling in a line about a mile apart that made no noise and nothing but the light was visible, Manchester UK"
24/8/2008,00:00,Rhos,,,"three orange lights regularly appeared formed triangle and headed off into north wales mountians ,nr wrexham"
23/8/2008,01:27,Cambridgeshire,,,"Many bright orange circluar objects/lights, hovering slowly to the east up and down in a random motion."
19/8/2008,21:51,Colwynbay,,,I WAS GOING HOME AND NOTICED AN ORANGE LIGHT IN THE SKY TRAVELING TOWARDS ME THERE WAS NO SOUND AS IT PASSED OVERHEAD. I GRABBED MY
16/8/2008,21:47,LondonEast,,,((HOAX??)) Some unidentifyed phenomenon in the skyes of East london.
14/8/2008,19:30,Rotherham,South Yorkshire,,large red area seen in sky in Rotherham England
12/8/2008,10:00,Conwy,Gwynedd,,Orange Light In the sky
10/8/2008,23:55,Birmingham,West Midlands,,"BRIGHT LIGHT TRAVELLING FAST,TURNING QUICKLY TO RETURN THE WAY IT HAD COME FROM."
9/8/2008,02:00,Alton,Hampshire,,Strange Bright white light hovering over nearby wood.
